TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-08-01 11:47:34,1785584854307,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:47:34.307Z"",""level"":""INFO"",""message"":""Evaluating open positions for exit signals...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:47:34,1785584854307,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:47:34.307Z"",""level"":""INFO"",""message"":""Holding position in metlife: No valid position data""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:47:34,1785584854307,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:47:34.307Z"",""level"":""INFO"",""message"":""Ranking new trade opportunities...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:47:34,1785584854307,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:47:34.307Z"",""level"":""INFO"",""message"":""🏁 Trading loop completed in 3438ms""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:47:30,1785584850785,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,czgvv-1785584850785-55f2338fa58a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,3450,iad1,211,2048,,prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,01KYYJD5WWPW1NRBH9Z5RFCEBF,GkdZ7kmmVHoC,1,,
2026-08-01 11:45:47,1785584747004,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:45:47.003Z"",""level"":""INFO"",""message"":""🚀 Starting Loaf Markets Expert Algorithmic Trading Loop""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:47,1785584747004,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:45:47.004Z"",""level"":""INFO"",""message"":""Fetching portfolio state...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:47,1785584747073,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,error,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"(node:4) [DEP0169] DeprecationWarning: `url.parse()` behavior is not standardized and prone to errors that have security implications. Use the WHATWG URL API instead. CVEs are not issued for `url.parse()` vulnerabilities.
(Use `node --trace-deprecation ...` to show where the warning was created)",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:47,1785584747963,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:45:47.962Z"",""level"":""INFO"",""message"":""Portfolio retrieved"",""cash"":""$96,781.22"",""openPositionsCount"":1}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:47,1785584747963,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:45:47.963Z"",""level"":""INFO"",""message"":""Fetching tradeable markets list...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:48,1785584748182,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:45:48.182Z"",""level"":""INFO"",""message"":""Discovered 10 tradeable properties. Beginning TA analysis...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:50,1785584750423,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:45:50.423Z"",""level"":""INFO"",""message"":""Evaluating open positions for exit signals...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:50,1785584750423,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:45:50.423Z"",""level"":""INFO"",""message"":""Holding position in metlife: No valid position data""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:50,1785584750424,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:45:50.423Z"",""level"":""INFO"",""message"":""Ranking new trade opportunities...""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:50,1785584750424,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,info,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,,,,,"{""timestamp"":""2026-08-01T11:45:50.423Z"",""level"":""INFO"",""message"":""🏁 Trading loop completed in 3422ms""}",prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,,,,,
2026-08-01 11:45:46,1785584746903,llloa.vercel.app/api/bot,GET,secret=loaf_expert_bot_secret_2026,200,2lkqj-1785584746903-c31500c09655,node,,production,main,MISS,function,/api/bot,llloa.vercel.app,llloa-ddy8gsf9l-muratcans-projects-ce0b9ee3.vercel.app,dpl_3iDmyKo8mswYTJm8AMY3t5SKj8xP,3440,iad1,214,2048,,prj_oOedlrKlZLcPuiRcAbo6QJoEJkdP,,,01KYYJA0F5CT55KXKE4D430TE0,GkdZ7kmmVHoC,1,,
